වෙයි,0,1,0,0,0,0,1
උතුම්,1,0,0,0,0,0,0
කීහ,1,0,0,0,0,0,0
යුතු,0,0,0,0,0,0,1
වා,0,1,0,0,0,0,1
දැක,0,0,1,0,0,0,0
ගත,1,0,0,0,0,0,1
බුදුන්,0,1,1,0,0,0,0
ක,0,0,0,0,0,1,1
සඳ,0,0,0,1,0,1,0
ධර්ම,0,0,1,0,0,0,0
දී,0,0,1,0,0,1,0
නැමැති,0,1,0,0,0,0,0
කියන,0,0,0,0,0,1,1
ලක්ෂණ,1,0,0,0,0,0,0
කී,0,0,0,0,0,1,1
පද,0,0,0,0,0,0,1
සකල,1,0,0,0,0,0,0
සූත්රයෙන්,0,0,0,0,1,0,0
විය,0,0,0,0,0,1,0
කියාවේ,0,0,0,0,1,0,0
වැනි,0,1,0,1,0,0,0
සිටි,0,0,0,0,1,0,0
ශ්රී,0,0,1,0,0,0,0
වී,0,0,0,0,0,0,1
මෙ,0,0,0,0,0,0,1
නැති,0,0,0,0,0,1,0
සහ,0,0,0,1,0,1,0
තං,0,0,0,0,0,1,0
අ,0,0,0,0,0,0,1
එ,0,0,0,0,0,0,1
ගේ,0,0,0,0,0,1,1
හි,0,0,0,0,0,1,0
රස,1,0,0,0,0,0,0
වැඩ,0,0,1,0,0,0,0
එම,0,0,0,0,0,1,0
සහිත,1,0,0,0,0,0,0
ලෙස,0,0,0,0,0,1,0
මම,0,0,0,0,0,1,0
තෙමේ,0,0,0,0,0,1,0
හැර,0,0,1,0,0,0,0
කියාද,0,0,0,0,1,0,0
ආදි,0,0,0,0,0,0,1
ත,0,0,0,1,0,0,0
බැවින්,0,1,0,0,0,0,1
ණ,0,0,0,1,0,0,0
ඉතා,0,0,0,0,0,1,0
හෙවත්,0,0,0,1,0,0,0
ල,0,0,0,1,0,0,0
පැමිණ,0,0,0,0,1,0,0
අංග,1,0,0,0,0,0,0
ඉති,0,0,0,0,0,1,0
ව්යාධි,1,0,0,0,0,0,0
සර්වඥයන්,0,0,1,0,0,0,0
කරා,0,0,0,0,1,0,0
නමැති,0,0,0,1,0,0,0
සේක,0,0,1,0,0,1,0
නුවර,0,0,1,0,0,0,0
පමණ,0,0,1,0,0,0,0
ලකුණු,0,0,0,0,1,0,0
මෙම,0,0,0,0,1,1,0
ගෙණ,0,0,0,0,0,1,0
මැ,0,0,0,0,0,0,1
එසේම,1,0,0,0,0,0,0
යී,0,1,0,0,0,0,1
කරන,0,0,0,0,0,1,0
පන,0,0,0,0,0,1,0
තැන,0,0,0,0,1,0,0
තථා,1,0,0,0,0,0,0
පාද,1,0,0,0,0,0,0
ඔහු,0,0,0,0,0,1,0
නා,0,0,0,0,0,0,1
නිසා,0,0,0,0,0,1,0
දොෂ,1,0,0,0,0,0,0
යනාදීන්,0,0,1,0,0,0,0
ගොස්,0,0,1,0,0,0,0
බුදු,0,1,0,0,0,0,0
ආ,0,0,0,0,0,0,1
තෙන,0,1,0,0,0,0,0
මට,0,0,0,0,0,1,0
දෙහ,1,0,0,0,0,0,0
නිවන්,0,1,0,0,0,0,0
වෛද්ය,1,0,0,0,0,0,0
දවසක්,1,0,0,0,0,0,0
සමහර,1,0,0,0,0,0,0
ඉධ,0,0,0,0,1,0,0
ඳ,0,0,0,1,0,0,0
සැප,0,0,0,1,0,0,0
සත්ව,1,0,0,0,0,0,0
වෙද,1,0,0,0,0,0,0
බස,0,0,0,0,0,1,0
විබත්,0,0,0,0,0,1,0
ස්වර,0,0,0,0,1,0,0
කාල,1,0,0,0,0,0,0
ලක්ෂයක්,0,0,1,0,0,0,0
භය,1,0,0,0,0,0,0
ශාස්ත්රය,1,0,0,0,0,0,0
දූත,1,0,0,0,0,0,0
සංඥා,0,0,0,0,1,0,0
සිංහල,0,0,0,0,0,1,0
දෙසන,0,0,1,0,0,0,0
ලොප්,0,0,0,0,1,0,0
සාරාර්ථ,1,0,0,0,0,0,0
තොප,0,0,0,1,0,0,0
නමුත්,0,0,0,0,0,1,0
දක්ෂ,1,0,0,0,0,0,0
මොවුන්,1,0,0,0,0,0,0
ව්යංග,1,0,0,0,0,0,0
සම්පත්ය,1,0,0,0,0,0,0
ලක්ෂණයි,0,0,0,0,1,0,0
වීම,0,0,0,0,1,0,0
එවං,0,0,0,0,0,1,0
මනා,0,1,0,0,0,0,0
මෙකී,0,0,0,0,1,0,0
පව්,0,0,0,0,0,1,0
ජ්වරය,0,0,0,0,1,0,0
පොත්,0,0,0,0,0,1,0
ප්රකෘති,1,0,0,0,0,0,0
මගේ,0,0,0,0,0,1,0
ධම්මං,0,0,0,0,0,1,0
වඩනා,0,0,1,0,0,0,0
ක්,0,0,0,0,0,0,1
පොතක,1,0,0,0,0,0,0
දකුණු,1,0,0,0,0,0,0
වීණා,1,0,0,0,0,0,0
සබ්බ,0,0,0,0,0,1,0
සෙයින්,0,1,0,0,0,0,0
කරවා,0,0,1,0,0,0,0
ස්වරයා,0,0,0,0,1,0,0
ආරොග්ය,1,0,0,0,0,0,0
භෙරි,1,0,0,0,0,0,0
ලක්ෂණම්,1,0,0,0,0,0,0
ප්රශස්තෘ,1,0,0,0,0,0,0
විභක්ති,0,0,0,0,0,1,0
ඇත්තා,0,0,0,1,0,0,0
දහසක්,0,0,1,0,0,0,0
වෘත්ත,0,0,0,0,1,0,0
ලද්දේද,0,0,1,0,0,0,0
ව්යාකරණ,0,0,0,0,0,0,1
සුත්රයෙන්,0,0,0,0,1,0,0
කළමනා,0,0,0,0,1,0,0
